"#","WST_ID","CO2Y","WST_LONG","WID","WST_ELEV","WST_LAT","WNDHT","WST_NOTES","CLIM_ID","REFHT"
"","KEMB","380","37.460","d98571a0d06c2e75fe446645cb52928351ee2cefc33c0ac05d79beb9b519af51","-3709","-0.550","2.0","Embu Met, Kenya","KAXA","2.0"
"%","W_DATE","TMAX","SRAD","TMIN","RAIN"
"","20820905","28.6","14.8","16.7","0.0"
"","20820906","30.8","15.6","15.8","0.0"
"","20820907","29.7","19.5","16.9","0.0"
"","20820908","29.0","17.9","16.8","0.0"
"","20820909","31.7","20.4","17.8","7.5"
"","20820910","30.5","18.9","17.9","0.0"
"","20820911","30.6","19.7","18.1","0.0"
"","20820912","30.5","18.5","17.9","0.0"
"","20820913","31.3","16.4","17.3","0.0"
"","20820914","32.1","15.2","17.6","0.0"
"","20820915","30.9","22.2","17.3","0.0"
"","20820916","30.8","25.7","16.2","0.0"
"","20820917","31.6","27.0","16.8","0.0"
"","20820918","30.8","25.0","17.3","0.0"
"","20820919","31.7","23.7","17.3","0.0"
"","20820920","31.3","21.7","16.2","0.0"
"","20820921","31.4","21.9","16.8","0.0"
"","20820922","26.1","20.2","17.8","0.0"
"","20820923","30.0","21.7","17.6","20.2"
"","20820924","30.8","25.3","17.1","0.0"
"","20820925","30.5","24.6","18.0","0.0"
"","20820926","31.0","23.2","17.6","0.0"
"","20820927","33.2","28.2","18.1","0.0"
"","20820928","33.3","24.6","16.6","0.0"
"","20820929","33.3","22.3","16.3","0.0"
"","20820930","31.7","16.2","17.4","0.0"
"","20821001","29.8","16.5","17.7","0.0"
"","20821002","29.2","15.2","18.8","0.0"
"","20821003","28.8","13.0","18.8","0.0"
"","20821004","31.4","14.0","18.0","0.0"
"","20821005","31.6","18.9","16.8","0.0"
"","20821006","32.9","19.2","16.1","0.0"
"","20821007","33.2","19.3","16.1","0.0"
"","20821008","33.4","24.2","14.7","0.0"
"","20821009","33.4","24.1","18.0","0.0"
"","20821010","34.3","22.0","18.5","0.0"
"","20821011","34.1","23.7","18.5","0.0"
"","20821012","35.5","21.9","18.0","0.0"
"","20821013","33.0","19.8","19.4","0.0"
"","20821014","34.0","21.7","18.6","0.0"
"","20821015","34.7","23.0","18.2","0.0"
"","20821016","33.5","20.9","19.0","0.0"
"","20821017","32.0","19.1","18.6","0.0"
"","20821018","33.2","19.5","18.3","0.0"
"","20821019","33.3","19.6","19.1","0.0"
"","20821020","32.8","18.5","19.8","0.0"
"","20821021","31.5","18.6","19.7","0.0"
"","20821022","30.8","17.3","19.3","16.0"
"","20821023","30.5","16.8","19.3","9.7"
"","20821024","32.6","18.9","19.3","0.0"
"","20821025","33.3","23.8","18.8","0.0"
"","20821026","32.1","22.3","19.1","0.0"
"","20821027","32.1","21.1","19.3","0.0"
"","20821028","31.0","18.3","19.5","12.3"
"","20821029","29.3","15.1","19.1","26.9"
"","20821030","29.7","14.5","18.5","23.7"
"","20821031","30.8","23.2","18.6","18.6"
"","20821101","32.1","20.9","18.0","9.5"
"","20821102","30.4","15.6","20.1","6.9"
"","20821103","29.9","15.0","20.2","21.6"
"","20821104","28.3","13.5","19.9","28.0"
"","20821105","27.0","13.2","19.5","6.3"
"","20821106","27.9","12.8","19.3","0.0"
"","20821107","29.1","14.5","19.4","18.1"
"","20821108","30.5","23.2","19.7","12.4"
"","20821109","31.1","22.3","19.9","2.5"
"","20821110","30.8","20.0","19.8","0.0"
"","20821111","31.4","19.9","19.3","0.4"
"","20821112","30.6","18.8","19.3","0.9"
"","20821113","31.4","20.0","19.5","0.8"
"","20821114","30.8","21.9","20.3","4.6"
"","20821115","30.6","18.5","20.5","5.3"
"","20821116","31.1","16.8","20.6","8.8"
"","20821117","29.0","20.5","20.8","9.2"
"","20821118","30.4","22.5","20.8","11.1"
"","20821119","29.8","26.1","20.6","4.0"
"","20821120","28.7","24.1","20.3","0.0"
"","20821121","28.2","25.0","19.1","32.8"
"","20821122","29.3","23.1","18.9","16.5"
"","20821123","27.1","19.6","20.2","14.6"
"","20821124","28.2","19.5","19.9","1.6"
"","20821125","29.3","20.1","19.5","0.0"
"","20821126","29.0","21.7","19.3","0.0"
"","20821127","30.6","22.1","19.9","0.0"
"","20821128","29.4","19.7","19.0","0.0"
"","20821129","30.1","20.5","19.9","36.9"
"","20821130","28.0","17.7","19.2","12.4"
"","20821201","31.0","14.0","19.4","0.0"
"","20821202","29.7","16.5","18.6","0.0"
"","20821203","29.6","19.7","18.9","0.0"
"","20821204","29.7","17.8","19.0","0.0"
"","20821205","30.7","23.9","18.8","0.0"
"","20821206","29.4","16.6","19.6","0.0"
"","20821207","26.5","13.6","20.0","0.0"
"","20821208","28.0","17.5","19.8","11.6"
"","20821209","28.7","20.5","19.3","13.1"
"","20821210","27.6","21.7","19.4","7.0"
"","20821211","24.0","17.1","19.4","9.6"
"","20821212","25.9","16.7","18.3","28.5"
"","20821213","27.2","9.8","17.8","8.3"
"","20821214","26.6","18.3","19.0","11.8"
"","20821215","25.9","17.2","19.0","8.6"
"","20821216","24.5","19.7","18.8","0.0"
"","20821217","27.0","19.6","19.1","7.5"
"","20821218","25.7","14.6","19.6","44.2"
"","20821219","26.4","15.6","19.2","11.8"
"","20821220","27.5","21.4","17.9","4.7"
"","20821221","28.6","22.3","18.0","0.0"
"","20821222","28.4","23.5","18.4","0.0"
"","20821223","28.9","24.0","17.3","0.0"
"","20821224","30.0","26.3","16.7","0.0"
"","20821225","30.8","25.5","17.8","0.0"
"","20821226","29.3","20.2","19.6","0.0"
"","20821227","28.6","20.5","19.5","0.0"
"","20821228","26.9","16.6","19.1","0.0"
"","20821229","28.5","20.8","18.8","0.0"
"","20821230","29.1","19.3","18.7","0.0"
"","20821231","28.3","20.4","18.8","0.0"
"","20830101","28.8","19.2","18.6","0.0"
"","20830102","28.2","16.3","18.0","0.0"
"","20830103","28.4","19.1","17.5","0.0"
"","20830104","29.5","19.8","16.9","0.0"
"","20830105","26.6","19.7","18.7","0.0"
"","20830106","28.7","21.0","18.0","0.0"
"","20830107","27.5","16.6","18.5","0.0"
"","20830108","23.4","8.8","17.7","26.0"
"","20830109","27.3","14.0","17.1","32.9"
"","20830110","29.8","21.4","18.1","0.0"
"","20830111","27.8","20.6","18.3","0.0"
"","20830112","28.7","20.4","18.1","0.0"
"","20830113","29.0","15.9","17.4","0.0"
"","20830114","30.5","14.2","17.3","0.0"
"","20830115","29.3","15.7","16.4","22.1"
"","20830116","30.4","17.4","17.1","21.2"
"","20830117","28.8","18.1","17.8","0.0"
"","20830118","28.4","14.7","18.6","0.0"
"","20830119","30.6","18.7","18.3","15.2"
"","20830120","30.0","16.0","18.2","0.0"
"","20830121","28.3","19.6","18.1","17.9"
"","20830122","30.5","21.8","17.0","21.6"
"","20830123","27.8","21.3","16.2","0.0"
"","20830124","28.6","20.9","17.8","0.0"
"","20830125","29.1","22.4","17.5","0.0"
"","20830126","31.2","21.3","16.2","0.0"
"","20830127","28.6","17.0","18.9","27.9"
"","20830128","25.4","17.1","16.2","0.0"
"","20830129","27.7","26.6","15.7","0.0"
"","20830130","24.2","13.9","18.6","0.0"
"","20830131","26.3","15.9","17.9","0.0"
"","20830201","28.2","22.7","16.4","0.0"
"","20830202","28.5","19.8","15.2","0.0"
"","20830203","28.1","26.4","16.4","0.0"
"","20830204","29.1","26.3","15.2","0.0"
"","20830205","29.5","25.7","15.0","0.0"
"","20830206","29.7","23.6","16.0","0.0"
"","20830207","30.2","19.9","18.3","0.0"
"","20830208","29.0","15.6","18.7","0.0"
"","20830209","26.4","17.0","18.5","0.0"
"","20830210","27.2","13.9","17.2","33.8"
"","20830211","29.2","15.5","17.2","0.0"
"","20830212","30.3","7.8","16.5","27.2"
"","20830213","26.8","21.4","18.6","49.2"
"","20830214","26.7","18.6","16.9","0.0"
"","20830215","28.5","21.8","15.7","0.0"
"","20830216","29.4","25.4","15.2","0.0"
"","20830217","30.0","27.1","15.0","0.0"
"","20830218","30.4","25.1","15.4","0.0"
"","20830219","30.4","26.1","15.2","0.0"
"","20830220","28.7","24.2","16.9","0.0"
"","20830221","28.8","20.3","17.6","0.0"
"","20830222","30.3","27.6","16.4","0.0"
"","20830223","31.6","27.5","16.0","0.0"
"","20830224","31.6","27.2","16.9","0.0"
"","20830225","30.4","21.6","17.3","0.0"
"","20830226","28.5","21.8","16.8","0.0"
"","20830227","31.1","27.4","16.0","0.0"
"","20830228","32.3","25.4","15.4","0.0"
"","20830301","30.5","24.7","16.5","0.0"
"","20830302","28.8","23.5","18.3","0.0"
"","20830303","29.9","25.8","17.7","0.0"
"","20830304","29.8","28.6","17.4","0.0"
"","20830305","29.3","26.1","16.8","0.0"
"","20830306","29.3","26.0","16.2","0.0"
"","20830307","30.7","27.7","17.0","0.0"
"","20830308","30.7","24.5","17.8","0.0"
"","20830309","29.4","19.2","19.8","0.0"
"","20830310","29.8","20.7","18.9","57.9"
"","20830311","30.6","25.0","17.4","38.1"
"","20830312","31.6","26.5","18.5","0.0"
"","20830313","30.6","25.2","17.9","0.0"
"","20830314","30.2","26.2","18.3","0.0"
"","20830315","31.0","27.4","18.2","30.9"
"","20830316","31.4","23.9","17.6","0.0"
"","20830317","32.1","29.0","17.9","0.0"
"","20830318","29.9","24.2","20.6","0.0"
"","20830319","30.0","24.1","20.7","0.0"
"","20830320","30.3","24.7","19.9","0.0"
"","20830321","29.9","23.4","20.5","0.0"
"","20830322","28.2","23.9","20.1","0.0"
"","20830323","31.3","24.7","20.8","0.0"
"","20830324","27.2","21.5","20.7","0.0"
"","20830325","29.5","24.4","18.7","0.0"
"","20830326","31.1","26.9","17.8","0.0"
"","20830327","31.3","27.5","19.0","0.0"
"","20830328","30.9","24.7","18.0","0.0"
"","20830329","31.2","26.3","19.9","0.0"
"","20830330","30.2","24.4","19.8","0.0"
"","20830331","31.0","22.3","19.8","0.0"
"","20830401","29.2","21.3","19.4","32.1"
"","20830402","30.1","20.2","20.5","0.0"
"","20830403","30.1","27.0","19.5","0.0"
"","20830404","30.6","24.7","18.9","0.0"
"","20830405","29.7","24.4","20.0","0.0"
"","20830406","31.0","22.8","19.3","0.0"
"","20830407","31.5","21.2","19.8","0.0"
"","20830408","30.3","20.5","19.4","14.3"
"","20830409","31.1","23.2","19.4","0.0"
"","20830410","31.7","24.1","20.7","0.0"
"","20830411","29.9","24.6","20.9","0.0"
"","20830412","31.5","25.6","20.8","0.0"
"","20830413","32.0","23.7","20.5","0.0"
"","20830414","32.4","24.0","20.6","0.0"
"","20830415","31.9","21.2","20.1","18.0"
"","20830416","32.2","20.9","20.5","14.0"
"","20830417","30.3","14.7","20.2","0.0"
"","20830418","29.5","16.9","20.4","18.3"
"","20830419","27.1","15.3","20.5","38.9"
"","20830420","29.7","19.2","19.9","26.3"
"","20830421","30.9","21.7","19.8","0.0"
"","20830422","31.0","18.9","20.4","29.7"
"","20830423","30.8","19.5","20.6","13.6"
"","20830424","30.6","18.3","20.6","10.5"
"","20830425","32.4","19.5","21.3","12.5"
"","20830426","32.4","19.2","21.5","0.0"
"","20830427","32.5","19.8","20.9","0.0"
"","20830428","33.0","21.6","21.6","0.0"
"","20830429","32.8","21.5","20.5","0.0"
"","20830430","32.6","23.4","21.4","0.0"
"","20830501","32.6","22.7","21.6","0.0"
"","20830502","32.9","18.9","21.0","0.0"
"","20830503","31.5","18.7","20.6","9.8"
"","20830504","32.3","18.8","20.2","31.1"
"","20830505","31.1","19.7","20.9","32.9"
"","20830506","30.3","18.6","20.5","9.9"
"","20830507","30.8","20.5","19.9","16.9"
"","20830508","32.9","20.2","20.1","0.0"
"","20830509","32.9","19.2","20.7","0.0"
"","20830510","31.8","20.6","19.8","13.0"
"","20830511","30.3","19.4","19.7","14.4"
"","20830512","31.9","20.5","20.7","0.0"
"","20830513","29.3","18.0","20.1","0.0"
"","20830514","28.7","17.1","20.2","10.3"
"","20830515","25.6","17.2","19.6","0.0"
"","20830516","29.0","15.9","19.4","0.0"
"","20830517","30.1","17.3","19.4","0.0"
"","20830518","30.9","19.0","20.0","8.7"
"","20830519","30.4","21.0","18.7","0.0"
"","20830520","30.2","22.0","18.0","0.0"
"","20830521","27.2","20.9","19.1","0.0"
"","20830522","27.5","18.9","19.2","0.0"
"","20830523","28.8","22.0","19.2","0.0"
"","20830524","31.1","19.1","19.9","0.0"
"","20830525","30.4","21.1","19.6","0.0"
"","20830526","30.9","20.4","19.5","0.0"
"","20830527","30.3","23.9","19.6","0.0"
"","20830528","30.7","23.9","19.1","0.0"
"","20830529","30.4","22.3","19.7","0.0"
"","20830530","31.4","23.0","17.9","0.0"
"","20830531","29.7","23.4","18.2","0.0"
"","20830601","29.8","20.6","19.6","0.0"
"","20830602","29.9","19.0","19.4","0.0"
"","20830603","30.8","18.6","19.2","0.0"
"","20830604","30.9","18.7","18.1","0.0"
"","20830605","32.1","17.0","19.4","0.0"
"","20830606","27.2","18.7","19.3","17.9"
"","20830607","29.0","17.4","17.8","5.2"
"","20830608","29.9","16.0","16.8","0.0"
"","20830609","31.0","16.3","16.9","0.0"
"","20830610","30.8","16.8","18.8","0.0"
"","20830611","29.0","13.2","17.5","0.0"
"","20830612","30.7","13.5","16.7","0.0"
"","20830613","31.5","14.3","17.2","3.5"
"","20830614","29.9","15.7","17.3","0.0"
"","20830615","27.4","18.1","18.7","0.0"
"","20830616","30.0","21.7","18.0","0.0"
"","20830617","28.6","17.5","18.4","0.0"
"","20830618","28.9","20.4","18.6","0.0"
"","20830619","29.3","20.7","18.5","0.0"
"","20830620","30.5","18.5","18.6","0.0"
"","20830621","31.2","19.2","18.6","0.0"
"","20830622","30.0","19.4","18.3","0.0"
"","20830623","30.0","18.9","17.6","0.0"
"","20830624","29.3","21.9","18.1","0.0"
"","20830625","29.8","18.8","16.9","0.0"
"","20830626","29.8","17.5","16.4","0.0"
"","20830627","29.8","18.4","16.6","0.0"
"","20830628","27.7","18.4","17.4","0.0"
"","20830629","26.3","17.0","17.0","0.0"
"","20830630","26.5","17.1","17.1","0.0"
"","20830701","27.2","17.6","17.1","0.0"
"","20830702","27.8","15.1","16.3","0.0"
"","20830703","27.6","15.6","15.4","0.0"
"","20830704","28.1","17.2","15.0","0.0"
"","20830705","27.8","20.2","14.0","0.0"
"","20830706","28.7","22.8","14.7","0.0"
"","20830707","28.9","17.7","16.4","0.0"
"","20830708","28.4","14.1","16.2","0.0"
"","20830709","29.6","19.4","16.4","0.0"
"","20830710","28.8","17.4","17.3","0.0"
"","20830711","27.9","16.7","17.7","0.0"
"","20830712","28.7","14.3","16.6","0.0"
"","20830713","29.4","13.2","16.3","0.0"
"","20830714","28.7","13.3","16.0","0.0"
"","20830715","27.9","14.9","17.0","0.0"
"","20830716","29.6","15.2","17.3","0.0"
"","20830717","29.5","15.6","16.9","0.0"
"","20830718","27.4","14.0","17.5","0.0"
"","20830719","27.4","15.5","16.6","2.7"
"","20830720","28.1","16.1","16.3","0.0"
"","20830721","26.7","11.8","16.5","9.5"
"","20830722","26.5","14.0","16.3","7.1"
"","20830723","29.1","16.6","16.4","0.0"
"","20830724","29.1","21.0","15.7","0.0"
"","20830725","28.3","16.5","15.0","0.0"
"","20830726","30.5","18.5","13.7","0.0"
"","20830727","29.8","18.7","14.9","0.0"
"","20830728","30.4","19.1","14.3","0.0"
"","20830729","30.4","19.7","14.6","0.0"
"","20830730","29.7","23.7","15.3","0.0"
"","20830731","29.0","20.8","17.3","0.0"
"","20830801","29.3","18.6","15.7","0.0"
"","20830802","30.2","19.0","15.1","0.0"
"","20830803","29.7","18.4","16.3","0.0"
"","20830804","30.6","19.8","16.6","0.0"
"","20830805","29.4","20.0","16.5","0.0"
"","20830806","27.2","17.9","16.0","0.0"
"","20830807","29.3","15.0","16.7","0.0"
"","20830808","29.8","16.1","15.9","0.7"
"","20830809","29.5","16.2","17.0","0.0"
"","20830810","30.1","18.5","17.2","0.0"
"","20830811","30.0","23.6","16.6","0.0"
"","20830812","30.2","23.6","16.9","0.0"
"","20830813","30.7","23.6","16.3","0.0"
"","20830814","30.3","20.9","15.6","0.0"
"","20830815","28.8","16.5","16.4","1.0"
"","20830816","29.1","17.3","15.0","3.8"
"","20830817","29.0","16.6","13.3","0.0"
"","20830818","30.1","19.3","16.2","0.0"
"","20830819","29.9","20.1","17.2","0.0"
"","20830820","31.5","19.7","17.0","0.0"
"","20830821","30.9","19.8","16.5","0.0"
"","20830822","28.9","19.0","17.1","0.0"
"","20830823","31.1","19.7","17.9","0.0"
"","20830824","31.5","24.1","16.7","0.0"
"","20830825","30.2","23.2","17.3","0.0"
"","20830826","30.3","20.3","16.5","0.0"
"","20830827","28.5","21.9","16.1","0.0"
"","20830828","29.3","22.6","15.8","0.0"
"","20830829","30.3","21.9","16.1","0.0"
"","20830830","29.5","23.5","15.8","0.0"
"","20830831","28.7","20.0","16.2","1.3"
"","20830901","30.5","21.1","15.4","0.0"
"","20830902","30.3","22.8","14.5","0.0"
"","20830903","29.1","18.3","14.0","0.0"
"","20830904","28.2","15.9","16.3","0.0"
"","20830905","29.8","16.8","15.8","0.0"
"","20830906","29.9","16.0","16.1","3.4"
"","20830907","30.0","16.7","16.3","0.0"
"","20830908","29.7","20.8","15.2","0.0"
"","20830909","30.5","23.6","15.3","0.0"
"","20830910","30.1","25.2","16.3","0.0"
"","20830911","31.2","26.9","15.8","0.0"
"","20830912","31.4","26.1","17.2","0.0"
"","20830913","30.8","24.3","16.3","0.0"
"","20830914","31.6","25.8","17.0","0.0"
"","20830915","31.2","21.3","15.3","0.0"
"","20830916","31.3","21.4","14.5","0.0"
"","20830917","31.5","20.7","16.4","0.0"
"","20830918","31.5","23.2","17.2","0.0"
"","20830919","32.8","21.8","17.2","0.0"
"","20830920","32.3","24.1","16.9","0.0"
"","20830921","31.6","25.5","15.7","0.0"
"","20830922","30.6","25.9","16.4","0.0"
"","20830923","31.8","24.3","17.2","0.0"
"","20830924","32.7","23.5","18.1","0.0"
"","20830925","32.7","24.5","18.3","0.0"
"","20830926","32.2","24.7","17.7","2.9"
"","20830927","32.7","23.2","17.7","0.0"
"","20830928","33.5","24.9","16.3","0.0"
"","20830929","33.7","20.3","15.7","0.0"
"","20830930","33.5","21.2","15.6","0.0"
"","20831001","33.5","23.3","16.0","0.0"
"","20831002","34.4","23.9","18.7","0.0"
"","20831003","33.3","26.1","19.2","0.0"
"","20831004","32.0","23.2","18.7","0.0"
"","20831005","33.1","20.7","18.0","0.0"
"","20831006","33.6","24.2","17.9","0.0"
"","20831007","33.7","25.4","17.0","0.0"
"","20831008","32.2","24.1","18.7","0.0"
"","20831009","27.3","17.5","18.5","0.0"
"","20831010","31.9","24.7","17.6","4.8"
"","20831011","32.6","22.5","18.6","2.5"
"","20831012","32.9","23.5","18.0","0.0"
"","20831013","32.5","22.9","17.2","0.0"
"","20831014","34.0","23.6","16.6","0.0"
"","20831015","34.5","21.9","18.8","0.0"
"","20831016","34.3","18.1","18.8","0.0"
"","20831017","33.3","16.1","19.1","3.8"
"","20831018","33.3","22.3","18.3","12.5"
"","20831019","33.8","26.2","18.2","6.0"
"","20831020","31.1","19.0","18.2","0.0"
"","20831021","31.5","18.8","17.8","0.0"
"","20831022","31.8","22.4","18.1","0.0"
"","20831023","32.5","20.6","17.9","0.0"
"","20831024","32.9","21.7","18.4","0.0"
"","20831025","30.5","21.0","18.6","0.0"
"","20831026","33.3","21.2","19.3","0.0"
"","20831027","33.2","25.7","18.9","0.0"
"","20831028","33.5","22.7","19.2","0.0"
"","20831029","33.2","24.2","19.0","0.0"
"","20831030","32.3","18.8","19.6","9.5"
"","20831031","30.0","14.1","20.1","16.8"
"","20831101","30.2","14.4","19.8","18.7"
"","20831102","29.3","13.3","21.4","58.6"
"","20831103","30.8","20.2","19.9","19.2"
"","20831104","33.3","19.3","19.1","0.0"
"","20831105","33.9","20.5","19.4","13.6"
"","20831106","32.7","19.4","19.0","0.0"
"","20831107","33.2","19.2","21.1","0.0"
"","20831108","33.5","21.1","21.1","1.1"
"","20831109","33.3","19.6","21.1","1.9"
"","20831110","32.9","19.4","20.6","11.8"
"","20831111","34.5","16.1","20.6","21.6"
"","20831112","32.7","18.9","20.1","21.9"
"","20831113","28.5","23.6","21.7","11.4"
"","20831114","30.7","24.3","21.3","0.0"
"","20831115","31.4","25.3","21.6","0.0"
"","20831116","31.6","22.3","20.2","0.0"
"","20831117","30.5","19.5","19.9","0.0"
"","20831118","29.8","17.4","19.8","1.3"
"","20831119","30.0","21.3","20.2","0.0"
"","20831120","29.3","21.9","20.0","0.0"
"","20831121","28.4","17.4","20.7","4.1"
"","20831122","30.1","15.3","20.0","12.1"
"","20831123","29.3","17.4","20.1","22.1"
"","20831124","29.9","21.8","20.3","1.9"
"","20831125","26.9","20.4","21.1","2.5"
"","20831126","29.0","20.1","20.8","0.0"
"","20831127","27.7","17.9","20.4","4.8"
"","20831128","28.4","14.8","20.9","16.0"
"","20831129","28.6","16.9","21.3","10.8"
"","20831130","27.4","14.1","21.2","17.3"
"","20831201","26.7","16.9","21.1","10.2"
"","20831202","27.8","18.4","19.6","1.8"
"","20831203","29.2","16.1","19.3","13.8"
"","20831204","29.1","20.3","19.7","9.5"
"","20831205","28.8","19.0","19.8","2.6"
"","20831206","28.0","16.1","20.2","0.0"
"","20831207","28.5","17.1","19.9","8.0"
"","20831208","26.7","15.0","19.9","32.6"
"","20831209","27.1","16.3","19.7","7.1"
"","20831210","28.6","25.9","19.8","2.3"
"","20831211","29.5","25.8","19.4","0.0"
"","20831212","28.9","22.4","19.1","0.0"
"","20831213","26.9","19.2","20.1","0.0"
"","20831214","26.2","16.0","19.7","0.0"
"","20831215","26.8","16.8","19.4","0.0"
"","20831216","26.8","19.4","19.0","0.0"
"","20831217","28.7","23.2","18.7","0.0"
"","20831218","28.3","21.7","18.2","0.0"
"","20831219","28.7","18.1","17.9","0.0"
"","20831220","29.3","25.1","17.8","0.0"
"","20831221","28.6","25.6","16.9","0.0"
"","20831222","28.4","22.7","19.7","0.0"
"","20831223","26.1","21.2","19.7","0.0"
"","20831224","28.4","20.9","19.8","0.0"
"","20831225","29.3","22.5","20.2","0.0"
"","20831226","28.2","21.0","20.0","0.0"
"","20831227","28.1","22.0","19.6","4.9"
"","20831228","27.1","15.9","17.0","0.0"
"","20831229","29.2","22.5","16.6","0.0"
"","20831230","29.0","24.0","18.3","0.0"
"","20831231","27.9","24.2","18.6","0.0"
"","20840101","27.8","20.3","17.3","0.0"
"","20840102","28.8","24.4","15.5","0.0"
"","20840103","28.4","21.6","18.0","0.0"
"","20840104","27.3","21.0","18.0","0.0"
"","20840105","27.7","22.2","16.5","0.0"
"","20840106","28.8","21.9","15.8","0.0"
"","20840107","28.5","22.2","16.4","0.0"
"","20840108","28.9","21.8","17.4","0.0"
"","20840109","28.6","23.0","17.5","0.0"
"","20840110","29.1","23.2","16.9","0.0"
"","20840111","29.0","24.5","15.9","0.0"
"","20840112","25.9","21.5","18.4","0.0"
"","20840113","27.5","22.0","16.5","0.0"
"","20840114","29.4","26.1","15.4","0.0"
"","20840115","29.8","25.5","15.7","0.0"
"","20840116","30.7","24.2","16.5","0.0"
"","20840117","30.6","22.1","16.6","0.0"
"","20840118","29.4","19.2","16.4","13.2"
"","20840119","28.1","21.2","17.2","13.8"
"","20840120","29.0","27.9","15.7","0.0"
"","20840121","28.5","27.6","17.0","0.0"
"","20840122","29.4","27.0","16.6","0.0"
"","20840123","29.9","24.4","16.1","0.0"
"","20840124","30.0","23.3","17.1","0.0"
"","20840125","30.8","25.3","16.9","0.0"
"","20840126","30.8","24.4","17.6","0.0"
"","20840127","30.8","22.9","18.1","0.0"
"","20840128","30.0","22.7","18.2","0.0"
"","20840129","29.8","24.0","17.7","0.0"
"","20840130","30.3","24.2","16.4","0.0"
"","20840131","30.4","26.1","17.0","0.0"
"","20840201","31.0","29.1","16.9","0.0"
"","20840202","32.0","29.6","16.9","0.0"
"","20840203","32.2","27.7","16.6","0.0"
"","20840204","30.5","24.0","17.6","0.0"
"","20840205","32.5","24.0","17.7","0.0"
"","20840206","31.5","27.2","17.4","0.0"
"","20840207","32.0","27.4","16.8","0.0"
"","20840208","33.2","28.8","16.7","0.0"
"","20840209","32.7","26.6","17.2","0.0"
"","20840210","33.6","25.1","16.6","0.0"
"","20840211","33.6","21.4","17.5","0.0"
"","20840212","33.0","18.3","18.3","0.0"
"","20840213","33.9","14.7","18.8","24.1"
"","20840214","33.4","16.9","18.9","0.0"
"","20840215","27.8","18.1","20.0","13.7"
"","20840216","32.1","19.9","19.1","0.0"
"","20840217","33.2","22.5","19.0","12.3"
"","20840218","32.3","21.5","19.0","0.0"
"","20840219","31.4","23.7","18.0","0.0"
"","20840220","33.0","26.1","17.7","0.0"
"","20840221","32.5","27.2","17.0","0.0"
"","20840222","32.0","26.5","16.5","0.0"
"","20840223","33.1","26.3","16.8","0.0"
"","20840224","31.6","23.9","18.5","0.0"
"","20840225","30.3","22.4","18.4","0.0"
"","20840226","32.6","24.0","18.0","0.0"
"","20840227","32.8","27.4","17.5","0.0"
"","20840228","33.4","25.8","17.1","0.0"
"","20840229","33.3","27.0","17.7","0.0"
"","20840301","30.2","23.0","18.9","0.0"
"","20840302","31.7","25.8","18.8","0.0"
"","20840303","29.9","25.4","18.0","0.0"
"","20840304","32.0","23.9","17.5","0.0"
"","20840305","31.3","22.2","17.9","0.0"
"","20840306","30.7","24.3","17.7","0.0"
"","20840307","31.2","25.7","18.5","0.0"
"","20840308","31.3","28.3","18.6","0.0"
"","20840309","32.0","28.6","17.3","0.0"
"","20840310","32.6","27.2","17.2","0.0"
"","20840311","31.7","27.9","19.4","0.0"
"","20840312","32.3","25.3","18.8","0.0"
"","20840313","31.8","22.7","19.4","0.0"
"","20840314","30.4","20.7","18.8","0.0"
"","20840315","31.2","21.5","17.8","0.0"
"","20840316","31.4","21.5","18.5","0.0"
"","20840317","30.1","22.4","18.0","23.7"
"","20840318","27.7","21.0","19.7","0.0"
"","20840319","29.3","17.2","17.9","0.0"
"","20840320","30.5","26.2","17.1","0.0"
"","20840321","32.3","22.5","17.7","0.0"
"","20840322","30.8","22.0","19.9","0.0"
"","20840323","30.9","22.1","20.1","0.0"
"","20840324","31.7","22.7","19.8","48.6"
"","20840325","32.4","18.4","19.0","31.2"
"","20840326","28.4","18.4","20.5","0.0"
"","20840327","30.1","24.4","20.2","0.0"
"","20840328","30.3","22.8","19.5","25.8"
"","20840329","29.2","23.5","18.3","48.3"
"","20840330","28.9","25.4","17.1","0.0"
"","20840331","29.5","23.9","19.2","0.0"
"","20840401","31.7","24.6","18.1","0.0"
"","20840402","32.6","26.4","17.0","0.0"
"","20840403","33.1","25.9","20.0","0.0"
"","20840404","33.0","24.8","20.5","0.0"
"","20840405","33.1","25.3","20.1","0.0"
"","20840406","32.5","21.7","20.3","0.0"
"","20840407","32.1","21.3","20.0","28.6"
"","20840408","32.6","20.3","19.9","25.0"
"","20840409","33.2","23.3","19.9","9.9"
"","20840410","32.8","22.6","20.4","10.5"
"","20840411","31.7","20.6","20.1","11.6"
"","20840412","30.0","22.4","20.2","0.0"
"","20840413","31.6","23.6","20.1","0.0"
"","20840414","32.6","22.1","20.1","0.0"
"","20840415","31.2","20.6","20.6","0.0"
"","20840416","31.5","20.0","20.1","0.0"
"","20840417","32.1","19.0","20.4","7.8"
"","20840418","32.2","19.3","20.0","17.6"
"","20840419","32.5","20.9","20.4","13.6"
"","20840420","32.7","20.3","20.5","12.3"
"","20840421","32.1","17.7","20.4","9.9"
"","20840422","29.2","17.1","20.3","93.2"
"","20840423","29.5","16.5","20.0","10.5"
"","20840424","27.7","17.9","20.3","27.9"
"","20840425","22.3","14.5","19.2","57.9"
"","20840426","25.0","17.0","18.5","16.9"
